content,category
700 ml unfiltered apple cider,2
700 ml vermouth,2
700 ml white balsamic vinegar,2
700 ml white rum,2
700 ml white vermouth,2
700g amaretto,2
700g amaro,2
700g apricot liqueur,2
700g becherovka,2
700g bourbon,2
700g brewed chamomile tea,2
700g cachaca,2
700g champagne,2
700g chicory-infused rye whiskey,2
700g chilled champagne,2
700g creme de cacao,2
700g dry sherry,2
700g fernet branca,2
700g fresh pomegranate juice,2
700g freshly squeezed orange juice (optional),2
700g gin,2
700g ginger beer,2
"700g ginger juice, fresh",2
700g ginger liqueur,2
"700g grapefruit juice, fresh squeezed",2
700g grenadine,2
"700g hard cider, chilled",2
700g Jameson whiskey,2
700g lemon juice,2
"700g lemon, fresh",2
700g light rum,2
700g maraschino liqueur,2
700g maraschino liqueur (optional),2
700g mezcal,2
700g passionfruit simple syrup,2
700g pimms,2
"700g pink grapefruit juice, freshly squeezed",2
700g punt e mes,2
"700g seltzer, chilled",2
"700g sparkling wine, chilled",2
700g the king's ginger,2
700g walnut liqueur,2
700g water,2
700g whiskey,2
700ml apple brandy,2
700ml apple cider,2
700ml apricot liqueur,2
700ml blanco tequila,2
700ml bottle of decent gin,2
700ml campari,2
700ml celery juice,2
700ml champagne,2
700ml chilled champagne,2
700ml cointreau,2
"700ml dry vermouth, chilled",2
700ml freshly squeezed lemon juice,2
700ml genever,2
"700ml ginger ale, chilled",2
700ml granny smith apple cider,2
700ml granulated sugar,2
"700ml grapefruit juice, freshly squeezed",2
700ml green chartreuse,2
"700ml mango, diced",2
700ml maple syrup,2
700ml molasses,2
700ml passionfruit simple syrup,2
700ml peach liqueur,2
700ml pear brandy,2
700ml peated scotch,2
700ml pisco,2
700ml smoky scotch,2
700ml tomato juice,2
700ml whiskey,2
75 grams salt,2
750 g amer picon,2
750 g benedictine,2
"750 g cava, chilled (optional)",2
750 g cherry heering,2
750 g dark rum,2
750 g drinking vinegar,2
750 g dry prosecco,2
750 g elderflower liqueur,2
750 g freshly squeezed lime juice,2
"750 g ginger beer, room temperature",2
750 g grapefruit liqueur,2
750 g heavy cream,2
750 g honey syrup,2
750 g irish whiskey,2
"750 g large lime juice, fresh",2
750 g lavender simple syrup,2
"750 g lemon juice, freshly squeezed",2
750 g maraschino liqueur,2
750 g molasses,2
"750 g orange juice, fresh squeezed",2
"750 g orange juice, freshly squeezed",2
750 g prosecco,2
750 g rye whiskey,2
750 g sherry,2
750 g smoky scotch,2
750 g tonic water,2
750 g unfiltered apple cider,2
750 g vodka,2
"750 g water, boiling",2
750 g white rum,2
750 ml ale,2
750 ml becherovka,2
750 ml benedictine,2
750 ml blanco tequila,2
750 ml cardamom pod,2
750 ml cardamom simple syrup,2
750 ml citrus vodka,2
750 ml coconut seltzer,2
"750 ml cool, filtered water",2
750 ml dark rum,2
750 ml drinking vinegar,2
750 ml dry curacao,2
750 ml dubonnet,2
750 ml elderflower liqueur,2
750 ml evaporated milk,2
750 ml fresh pomegranate juice,2
750 ml freshly squeezed orange juice,2
750 ml ginger beer,2
750 ml granny smith apple cider,2
"750 ml grapefruit juice, fresh squeezed",2
750 ml heavy cream,2
750 ml lemon juice (optional),2
750 ml lemon simple syrup,2
750 ml lillet rouge,2
750 ml maple syrup,2
750 ml peated scotch,2
"750 ml pineapple juice, freshly squeezed",2
750 ml pisco,2
750 ml punt e mes,2
750 ml pureed concord grape,2
750 ml rum,2
750 ml rye whiskey (optional),2
750 ml scotch,2
"750 ml simple syrup, preferably made with turbinado sugar",2
750 ml tequila,2
750 ml vodka (optional),2
"750 ml water, hot",2
750 ml white vermouth,2
750 ml yellow chartreuse,2
750g ale,2
750g apple cider,2
750g applejack,2
750g bornholmer bitter,2
750g crushed ice,2
750g dark rum,2
750g demerara simple syrup,2
750g dry vermouth,2
750g freshly squeezed lemon juice,2
750g gran classico,2
750g grapefruit liqueur,2
"750g large lime juice, fresh",2
750g mezcal,2
"750g orange juice, fresh (optional)",2
"750g pineapple juice, freshly squeezed",2
750g reposado tequila,2
750g rich simple syrup,2
"750g sparkling wine, chilled",2
750g spiced rum,2
"750g strawberry, sliced (optional)",2
750g strong black coffee,2
750g vermouth,2
750g white balsamic vinegar,2
750g white rum,2
750g white vermouth,2
750ml ale,2
750ml amaro,2
750ml aperol,2
750ml apple cider,2
750ml apricot brandy,2
750ml beet juice (optional),2
750ml bottle light red wine,2
750ml bottle ros√© wine,2
750ml brandy,2
750ml campari,2
750ml cardamom pod,2
750ml cardamom-infused bourbon,2
750ml coconut water,2
"750ml coffee, hot (optional)",2
750ml drinking vinegar,2
750ml dry vermouth,2
750ml elderflower liqueur,2
750ml falernum,2
750ml fresh pomegranate juice,2
750ml freshly squeezed lime juice,2
"750ml ginger beer, room temperature",2
750ml granulated sugar,2
"750ml grapefruit juice, freshly squeezed",2
"750ml hard cider, chilled",2
"750ml lemon juice, freshly squeezed",2
750ml lillet blanc,2
750ml lillet rouge,2
"750ml mango, diced",2
750ml mezcal,2
750ml orange ginger simple syrup,2
"750ml orange juice, fresh squeezed",2
750ml pomegranate juice,2
750ml prosecco,2
750ml reposado tequila,2
750ml ros√© wine,2
750ml rose water,2
750ml rye whiskey,2
750ml rye whiskey (optional),2
"750ml smoked brewed black tea, such as lapsang souchong",2
750ml spiced rum,2
750ml tonic water,2
750ml water,2
"750ml water, boiling",2
750ml white rum,2
750ml white wine,2
"750ml/ 1¬ºpint bottle light red wine , such as Beaujolais",2
75ml freshly squeezed lime juice,2
75ml lemonade,2
75ml spiced rum,2
8 1/2 oz blanco tequila,2
8 1/2 oz simple syrup,2
8 ajices dulces (see note),2
"8 cup seedless watermelon, cubed",2
8 dash angostura bitters,2
"8 ears of fresh sweet corn, shucked (or 6 cups frozen corn kernels)",2
"8 edible flowers (such as pansies, rose petals and borage)",2
8 egg white,2
8 egg yolk,2
"8 garlic cloves, finely grated",2
"8 Italian prune plums or 4 regular plums, split in half and pitted",2
8 leaf mint,2
"8 leaf mint, fresh",2
8 lemon zest,2
"8 medium cloves garlic, minced",2
"8 medium cloves garlic, sliced thin",2
"8 medium shallots, unpeeled, halved lengthwise",2
"8 ounces (2 cups) grated part-skim mozzarella, divided",2
"8 ounces (2 cups) grated part-skim mozzarella, divided (optional)",2
"8 ounces (225 grams) small cucumbers, washed, unpeeled, chopped small",2
"8 ounces Baby Bella mushrooms, cleaned and chopped",2
"8 ounces cream cheese, softened",2
"8 ounces crimini or porcini mushrooms, stemmed and halved",2
8 ounces dried or fresh soba,2
"8 ounces extra sharp cheddar cheese (or a mix of cheddar and pepper Jack‚Äîsee note), grated on large holes of a box grater",2
"8 ounces firm tofu, cut into 1-inch cubes",2
"8 ounces mushrooms, sliced (shiitake, portabello, button, enoki or a variety)",2
"8 ounces parsnips, grated (about 2 cups)",2
"8 ounces radicchio, quartered, cored, and thinly sliced (about 4 cups)",2
"8 ounces rigatoni, ziti or spaghetti",2
8 ounces shirataki or udon noodles,2
8 ounces soba noodles or spaghetti noodles of choice*,2
8 ounces softened cream cheese,2
8 oz aged rum,2
8 oz apple cider,2
8 oz blood orange juice,2
8 oz cava,2
8 oz champagne,2
8 oz chilled ginger beer,2
8 oz coconut milk,2
"8 oz coffee, hot",2
8 oz dark rum,2
"8 oz hot, freshly brewed black coffee",2
8 oz ice cube,2
"8 oz pineapple, diced",2
8 oz semisweet chocolate chip,2
8 oz sugar,2
8 oz unsalted butter,2
8 oz water,2
"8 scallions, cut into 2 inch pieces",2
8 slices bread,2
8 slices of bread,2
8 slices sourdough bread,2
8 sour cherry,2
8 sprig fresh mint,2
8 sprig rosemary,2
8 sprig rosemary (optional),2
8 stick cinnamon,2
8 tablespoons (1 stick) salted butter,2
8 tablespoons (1 stick) salted butter (optional),2
8 tablespoons (4 ounces) unsalted butter,2
"8 tablespoons unsalted butter, at room temperature",2
"8 tablespoons unsalted butter, cubed",2
"8 tbsp butter, room temperature",2
8 tbsp golden caster sugar,2
8 Tbsp Whipped cream cheese,2
8 to 10 whole lemons,2
8 whole wheat hamburger buns (optional),2
800 g beet juice (optional),2
800 g brut sparkling wine,2
800 g cachaca,2
800 g cava (optional),2
800 g celery juice,2
800 g champagne,2
800 g chocolate liqueur,2
800 g cranberry juice,2
800 g drambuie,2
800 g dry curacao,2
800 g elderflower liqueur,2
800 g freshly squeezed grapefruit juice,2
800 g freshly squeezed lemon juice,2
800 g galliano,2
800 g grand marnier,2
800 g granulated sugar,2
"800 g hot, freshly brewed black coffee",2
"800 g lemon, fresh",2
"800 g lemon, freshly squeezed",2
"800 g mango, diced",2
800 g maraschino liqueur (optional),2
800 g pear brandy,2
800 g port,2
800 g rich simple syrup,2
800 g rosemary simple syrup,2
800 g rum,2
800 g simple syrup,2
"800 g tangerine juice, freshly squeezed",2
800 g tonic water,2
800 g vermouth,2
800 g water,2
"800 g water, boiling",2
800 ml apple brandy,2
800 ml aquavit,2
800 ml blanco tequila,2
800 ml cherry simple syrup,2
800 ml demerara simple syrup,2
"800 ml dry lambrusco, chilled",2
800 ml dry sherry,2
"800 ml dry vermouth, chilled",2
800 ml elderflower liqueur,2
"800 ml ginger juice, fresh",2
"800 ml grapefruit juice, freshly squeezed",2
800 ml honey syrup,2
800 ml irish whiskey,2
"800 ml lemon juice, fresh (optional)",2
800 ml lillet blanc,2
800 ml lillet blonde,2
800 ml maraschino liqueur,2
800 ml mezcal,2
800 ml orgeat,2
800 ml pisco,2
800 ml pomegranate molasses,2
800 ml rose water,2
800 ml rosemary simple syrup,2
800 ml simple syrup,2
800 ml unfiltered apple cider,2
800 ml unsweetened pomegranate juice,2
800 ml vodka,2
"800 ml water, boiling",2
800 ml whiskey,2
800g apple brandy,2
800g blanco tequila,2
800g brewed chamomile tea,2
800g campari,2
800g cardamom simple syrup,2
"800g champagne, approximately",2
800g cointreau,2
800g elderflower liqueur,2
800g grand marnier,2
800g grapefruit liqueur,2
800g hard cider,2
"800g hot, freshly brewed black coffee",2
800g ice cube,2
"800g kale juice, fresh",2
"800g lemon juice, fresh",2
800g lillet blonde,2
"800g lime, fresh",2
800g mint simple syrup,2
"800g orange juice, freshly squeezed",2
800g rye whiskey,2
800g sage simple syrup,2
800g seltzer,2
"800g seltzer, chilled",2
800g sparkling wine,2
800g sweet vermouth,2
800g unfiltered apple cider,2
800g vodka (optional),2
"800g water, boiling",2
800g yellow chartreuse,2
800ml aged rum,2
800ml amaretto,2
800ml angostura bitters,2
800ml aperol,2
800ml averna,2
800ml becherovka,2
800ml cherry heering,2
800ml coconut seltzer,2
800ml elderflower liqueur,2
800ml genever,2
800ml gin,2
800ml ginger juice,2
800ml granulated sugar,2
800ml ice cube,2
800ml ice cube (optional),2
"800ml kale juice, fresh",2
800ml lillet rouge,2
800ml maple syrup,2
800ml mezcal,2
800ml orange curacao,2
"800ml orange juice, freshly squeezed",2
800ml pimms,2
800ml pineapple juice,2
"800ml pink grapefruit juice, fresh",2
800ml pisco,2
800ml port,2
800ml reposado tequila,2
800ml rose water,2
800ml rum,2
"800ml seltzer, chilled",2
800ml sherry,2
"800ml tangerine juice, freshly squeezed",2
800ml tequila,2
800ml vermouth,2
800ml vodka,2
"800ml water, boiling",2
800ml whipped cream,2
850 g absinthe,2
850 g apple cider,2
850 g apricot liqueur,2
850 g averna,2
850 g basil simple syrup,2
850 g blanco tequila,2
850 g brandy,2
850 g celery juice,2
"850 g champagne, approximately",2
850 g cherry heering,2
850 g cocchi americano,2
850 g cranberry juice,2
850 g curacao,2
850 g elderflower liqueur,2
850 g ginger juice,2
850 g ice cube (optional),2
850 g irish whiskey,2
850 g Jameson whiskey,2
"850 g lemon juice, fresh",2
"850 g lime juice, fresh",2
850 g peach liqueur,2
850 g pisco,2
850 g simple syrup,2
"850 g sparkling wine, chilled",2
850 g strong black coffee,2
850 g tawny port,2
850 g tequila,2
850 g vodka,2
850 g water,2
"850 g water, boiling",2
850 g white rum,2
850 ml ale,2
850 ml angostura bitters,2
850 ml beet juice,2
850 ml beet juice (optional),2
850 ml benedictine,2
850 ml brandy,2
850 ml champagne,2
"850 ml champagne, approximately",2
850 ml chicory-infused rye whiskey,2
850 ml coconut seltzer,2
850 ml cold water,2
850 ml cynar,2
850 ml dubonnet,2
850 ml freshly squeezed orange juice (optional),2
850 ml gran classico,2
850 ml granulated sugar,2
850 ml green chartreuse,2
850 ml lavender simple syrup,2
"850 ml lemon juice, fresh (optional)",2
"850 ml lemon juice, freshly squeezed",2
"850 ml lime, fresh",2
850 ml molasses,2
"850 ml orange juice, fresh squeezed",2
850 ml peach liqueur,2
850 ml pine liqueur,2
850 ml pineapple juice,2
850 ml pisco,2
850 ml red wine,2
850 ml sparkling wine,2
"850 ml strawberry, sliced (optional)",2
850 ml water,2
"850 ml water, boiling",2
850 ml white vermouth,2
850g aged rum,2
850g amaro (optional),2
850g beet juice (optional),2
850g cachaca,2
"850g celery, sliced",2
850g coffee,2
850g cointreau,2
850g demerara simple syrup,2
850g drambuie,2
850g drinking vinegar,2
850g elderflower liqueur,2
850g freshly squeezed lime juice,2
850g freshly squeezed orange juice,2
"850g ginger beer, room temperature",2
"850g ginger, peeled",2
"850g hot, freshly brewed black coffee",2
850g lemon simple syrup,2
850g lillet blanc,2
850g lillet rouge,2
850g mezcal,2
850g port,2
850g rosemary simple syrup,2
850g rye whiskey,2
850g single-malt scotch,2
850g smoky scotch,2
"850g sweet sparkling wine, chilled",2
"850g water, hot (optional)",2
850g white vermouth,2
850ml allspice bitters,2
850ml amaretto,2
850ml apple brandy,2
850ml becherovka,2
850ml bourbon,2
850ml campari,2
850ml cardamom pod,2
"850ml cava, chilled (optional)",2
850ml chilled champagne,2
850ml coffee,2
850ml cold water,2
850ml creme de cacao,2
850ml cynar,2
850ml gran classico,2
850ml grand marnier,2
"850ml kale juice, fresh",2
"850ml mango, diced",2
850ml old tom gin,2
850ml orange ginger simple syrup,2
850ml pear brandy,2
850ml pimms,2
850ml pine liqueur,2
"850ml pineapple juice, freshly squeezed",2
"850ml pink grapefruit juice, freshly squeezed",2
850ml pisco,2
850ml rosemary simple syrup,2
850ml scotch,2
"850ml seltzer, chilled",2
850ml simple syrup,2
"850ml strawberry, sliced",2
850ml tequila,2
850ml tonic water,2
850ml vermouth,2
850ml white rum,2
850ml whole milk,2
85g caster sugar,2
85g golden caster sugar,2
9 no-boil lasagna noodles**,2
9 oz blanco tequila,2
9 oz pisco,2
9 oz tequila,2
9 oz unsweetened cranberry juice,2
9 oz water,2
9 oz water (optional),2
"9 oz. (255 g) bittersweet chocolate (70% cacao), chopped",2
9-10 strawberries,2
900 g agave nectar (optional),2
900 g aged rum,2
900 g amber rum,2
900 g aperol,2
900 g becherovka,2
900 g blanco tequila,2
900 g brandy,2
900 g campari,2
900 g champagne,2
900 g coffee,2
"900 g coffee, hot (optional)",2
900 g creme de cacao,2
900 g demerara simple syrup,2
900 g freshly squeezed lemon juice,2
900 g ginger liqueur,2
900 g gran classico,2
900 g granulated sugar,2
900 g half and half,2
"900 g hard cider, chilled",2
900 g lillet blanc,2
900 g maple syrup,2
900 g pisco,2
900 g rose champagne,2
900 g rum,2
900 g saint germain,2
900 g spiced rum,2
900 g tonic water,2
"900 g water, boiling",2
900 g whiskey,2
900 g whole milk,2
900 ml ale,2
900 ml aperol,2
900 ml apple cider,2
900 ml aquavit,2
900 ml becherovka,2
900 ml benedictine,2
"900 ml celery juice, fresh",2
"900 ml coffee, hot (optional)",2
900 ml cold water,2
"900 ml cucumber juice, fresh",2
900 ml freshly squeezed lemon juice,2
900 ml ginger juice,2
900 ml half and half,2
900 ml ice cube,2
"900 ml kale juice, fresh",2
"900 ml large lime juice, fresh",2
900 ml lavender simple syrup,2
"900 ml lemon juice, freshly squeezed (optional)",2
900 ml lillet blonde (optional),2
900 ml lillet rouge,2
900 ml mango schnapps,2
900 ml orgeat,2
"900 ml pink grapefruit juice, freshly squeezed",2
900 ml pomegranate molasses,2
900 ml raw sugar,2
900 ml rich simple syrup,2
900 ml scotch,2
900 ml simple syrup,2
900 ml tequila (optional),2
900 ml tomato juice,2
900 ml tonic water,2
900 ml vermouth,2
900 ml walnut liqueur,2
900 ml whole milk,2
900g aperol,2
900g apple brandy,2
900g aquavit,2
900g averna,2
900g basil simple syrup,2
900g benedictine,2
"900g black coffee, hot",2
900g blanco tequila,2
900g brandy,2
900g brut sparkling wine,2
"900g cava, chilled",2
900g cointreau,2
900g cranberry juice,2
900g creme de cacao,2
900g demerara simple syrup,2
900g drambuie,2
900g dry curacao,2
"900g dry vermouth, chilled",2
"900g grapefruit juice, fresh squeezed",2
"900g grapefruit juice, freshly squeezed",2
900g grenadine,2
900g half and half,2
"900g large lime juice, fresh",2
900g lemon juice (optional),2
900g lemon simple syrup,2
900g light rum,2
"900g lime juice, fresh",2
900g maple syrup,2
900g mint simple syrup,2
"900g orange juice, freshly squeezed",2
900g pisco,2
900g red wine,2
900g semisweet chocolate chip,2
"900g sparkling wine, chilled",2
900g tomato juice,2
900g vermouth,2
900g whiskey,2
900g whole milk,2
900ml allspice bitters,2
900ml aperol,2
900ml apricot liqueur,2
900ml aquavit,2
900ml averna,2
900ml beet juice,2
900ml blanco tequila,2
900ml cardamom simple syrup,2
900ml chocolate liqueur,2
900ml club soda,2
900ml crushed ice,2
900ml curacao,2
900ml drambuie,2
900ml dry curacao,2
900ml fernet branca,2
900ml fino sherry,2
900ml freshly squeezed orange juice,2
900ml ginger liqueur,2
"900ml grapefruit juice, freshly squeezed",2
900ml lavender simple syrup,2
900ml lemon juice (optional),2
900ml lemon simple syrup,2
900ml light rum,2
900ml molasses,2
900ml pimms,2
900ml port,2
900ml rosemary simple syrup,2
900ml scotch,2
900ml tomato juice,2
900ml unsweetened pomegranate juice,2
900ml vanilla simple syrup,2
900ml white rum,2
90ml lime juice,2
940 ml water,2
950 g absinthe,2
950 g aperol,2
"950 g apple cider, fresh",2
950 g basil simple syrup,2
950 g beet juice,2
"950 g black coffee, hot",2
950 g blanco tequila,2
"950 g cava, chilled",2
"950 g celery juice, fresh",2
950 g cherry simple syrup,2
950 g cocchi americano,2
950 g coconut water,2
950 g coffee,2
"950 g cool, filtered water",2
950 g creme de cacao,2
950 g curacao,2
950 g demerara simple syrup,2
"950 g dry lambrusco, chilled",2
950 g falernum,2
950 g fino sherry,2
"950 g ginger, peeled",2
"950 g kale juice, fresh",2
950 g lavender simple syrup (optional),2
950 g lemon simple syrup,2
950 g lillet rouge,2
"950 g mango, diced",2
950 g orange curacao,2
"950 g pink grapefruit juice, freshly squeezed",2
950 g port,2
950 g rich simple syrup,2
950 g rose champagne,2
950 g rum,2
950 g vermouth,2
950 g whiskey,2
950 g whole milk,2
950 ml aperol,2
950 ml beet juice,2
950 ml cardamom pod,2
950 ml cardamom-infused bourbon,2
"950 ml cava, chilled",2
950 ml chocolate liqueur,2
"950 ml cocchi americano, chilled",2
950 ml coffee,2
950 ml creme de cacao,2
950 ml curacao,2
950 ml cynar,2
950 ml dark rum,2
950 ml freshly squeezed lemon juice,2
950 ml genever (optional),2
"950 ml hot, freshly brewed black coffee",2
950 ml ice cube,2
950 ml lemon juice,2
"950 ml lemon juice, freshly squeezed",2
950 ml lillet rouge,2
"950 ml lime juice, fresh",2
"950 ml mango, diced",2
950 ml pear brandy,2
950 ml pisco,2
950 ml port,2
950 ml sage simple syrup,2
"950 ml smoked brewed black tea, such as lapsang souchong",2
"950 ml strawberry, sliced",2
950 ml white rum,2
950g agave nectar (optional),2
950g amaretto,2
950g aperol,2
950g averna,2
950g bourbon,2
950g cardamom-infused bourbon,2
"950g champagne, approximately",2
950g cherry simple syrup,2
950g club soda,2
"950g cocchi americano, chilled",2
"950g dry lambrusco, chilled",2
"950g dry sparkling wine, chilled",2
950g elderflower liqueur,2
950g fresh pomegranate juice,2
950g ginger beer,2
"950g ginger juice, fresh",2
950g honey syrup,2
950g lavender simple syrup (optional),2
950g lillet blanc,2
950g maple syrup,2
950g old tom gin,2
950g passionfruit simple syrup,2
950g pineapple juice,2
"950g red grapefruit, fresh",2
950g reposado tequila,2
950g rosemary simple syrup,2
950g rye whiskey (optional),2
950g smoky scotch,2
950g sparkling wine,2
950g unfiltered apple cider,2
950g vodka,2
"950g water, boiling",2
"950g water, hot",2
950g white vermouth,2
950ml aged rum,2
950ml ale,2
950ml amaro,2
950ml amer picon,2
950ml bornholmer bitter,2
950ml cardamom-infused bourbon,2
950ml cocchi americano,2
950ml coconut seltzer,2
950ml cold water,2
950ml dark rum,2
"950ml dry sparkling wine, chilled",2
"950ml dry vermouth, chilled",2
950ml dubonnet,2
950ml elderflower liqueur,2
950ml grand marnier,2
950ml granulated sugar,2
"950ml mango, diced",2
950ml maraschino liqueur,2
950ml peach liqueur,2
950ml pimms,2
950ml pineapple juice,2
"950ml pineapple juice, freshly squeezed",2
950ml pisco,2
950ml single-malt scotch (optional),2
"950ml sparkling wine, preferable moscato",2
950ml tequila,2
950ml tonic water,2
950ml vermouth,2
950ml whole milk,2
a few ginger julienne,2
"A few tablespoons of oil or lard, for stir-frying",2
a good pinch ground cloves,2
a handful or so (about 100g/4oz) frozen mulled fruit or fruits of the forest or Black Forest fruits,2
A handful shredded red cabbage to serve (optional),2
"A small handful finely chopped leafy fresh herbs (parsley, cilantro, mint, chives, dill or a mix thereof) plus a few roughly chopped, to serve",2
a twist of pared lemon,2
"About 1 tablespoon flat-leaf parsley or cilantro leaves, finely chopped",2
"About 1 tablespoon mint leaves, finely chopped",2
About 1/3 cup water,2
About 1/3 cup water (optional),2
"about 12 ounces fresh boneless, rind-off pork belly",2
about 6 ice cubes,2
Add 2 bar spoons simple syrup to cocktail glass.,2
Add 2 to 3 tablespoons water and blend to a smooth paste without any tiny bits or pieces of cashews.,2
Add 3 dashes Angostura Aromatic Bitters and 3 dashes Orange Bitters.,2
additional cornstarch,2
additional fresh black pepper,2
additional fresh parsley,2
additional fresh pepper,2
"Additional ground sumac or paprika, to finish",2
additional melted butter,2
additional melted butter to serve,2
additional minced chives,2
Additional paprika or sumac for sprinkling,2
additional sour cream to serve,2
"Additional toppings, as desired",2
Agave Sweetener,2
"All-purpose flour, for dredging",2
"All-purpose flour, for dredging (optional)",2
"And then whatever you like for seasonings.  I like a little curry powder, a little bit of chicken oxo bullion powder, seasoning salt, pepper, and a some raw chopped garlic (save a couple cloves from the roasted head if you want).",2
Angostura Aromatic Bitters,2
ANGOSTURA BITTERS,2
Angostura bitters (optional),2
"apple slices and ice, to serve",2
"Applesauce and sour cream, for serving",2
Approximately 1/4 cup water or reserved chickpea cooking water,2
Avocado or guacamole,2
"Avocado, diced",2
Berry Syrup we used Smucker's Boysenberry syrup,2
"Big handful of parsley (or a mix of parsley, cilantro and mint would be good too)",2
"black pepper, as needed",2
"black pepper, as required",2
Bowl Assembly,2
bunch fresh mint,2
Cane Sugar Simple Syrup,2
"Canola or peanut oil, for frying",2
Celery leaves or parsley leaves (for serving),2
"celery sticks and lemon wedges, to serve (optional)",2
Champagne & Sparkling Wine,2
"Cheddar, Jack, or Colby cheese, grated",2
Cherries in Heavy Syrup:,2
Cherries in Light Syrup:,2
"Chili powder or hot chili flakes, to taste",2
chilled bottle of Champagne or prosecco,2
chilled champagne or prosecco,2
"chilled sparkling wine , for topping up (we used Prosecco)",2
"Chopped fresh flat leaf parsley, cilantro or mint for garnish (optional)",2
"Chopped herbs or other garnishes, as desired",2
Chopped onion,2
chopped parsley,2
"chopped parsley or additional fried onions (see note), to serve",2
"Chopped parsley, to garnish",2
cinnamon stick or pinch ground cinnamon,2
"cinnamon, for garnish",2
"Coarse sea salt, such as Maldon or fleur de sel",2
Cocktail Cherry,2
"cola to top up, chilled (optional)",2
Cooking spray,2
Corn tortillas,2
"Corn tortillas, cilantro, diced onions, lime wedges, and queso fresco for serving (optional)",2
cornstarch,2
"cornstarch, as needed",2
"cornstarch, as required",2
"Cornstarch, to prevent sticking",2
Crema (Mexican sour cream),2
"Crumbled feta, lime wedges, and cilantro (for serving)",2
"crushed ice , to serve",2
crushed ice for 8 glasses,2
"Crushed pecans, for garnish",2
cup ( grams) all-purpose flour,2
cup ( grams) molasses or treacle [updated weight],2
cup almond,2
cup charred lemon juice,2
cup cold water,2
cup creme de cassis,2
cup crushed ice,2
cup demerara sugar,2
cup filtered water,2
"cup fresh strawberry, sliced",2
cup granulated sugar,2
cup half and half,2
cup ice cube,2
cup lemon juice,2
cup punt e mes,2
cup vodka,2
cup water,2
"cup whole milk, warmed to about ¬∞ F by microwaving for  seconds",2
dark rum (optional),2
dash bitters,2
dash brandy,2
dash green chartreuse,2
dash green chartreuse (optional),2
dash of Angostura bitters,2
dash of Angostura bitters (optional),2
dash of grenadine syrup,2
dash orange bitters,2
dash peychauds bitters,2
dash simple syrup,2
"Diamond Crystal kosher salt; for table salt, use about half as much by volume",2
Dijon mustard,2
Dried oregano,2
drop orange blossom water,2
Egg wash made from 1 large egg whisked with 1 tablespoon (15ml) water; or nonstick cooking spray,2
"egg white, fresh",2
Elderflower & herb cooler,2
extra virgin olive oil,2
Extra-Virgin Olive Oil,2
"Extra-virgin olive oil, for brushing (or avocado oil, if using stovetop method)",2
Fee Brothers Old Fashioned Bitters,2
Fee Brothers Orange Bitters,2
few drops fresh lime juice,2
Few gratings fresh lemon zest,2
few handfuls crushed ice,2
few shakes Tabasco (smoked Tabasco is nice),2
few shakes Worcestershire sauce,2
"Fifteen 4- by 8-inch sheets fresh rolled pasta, or 15 pieces no-boil lasagna noodles from 1 package (see note)",2
"Fine salt and freshly ground black pepper, for sprinkling",2
Fine sea salt,2
Finely diced onions and cilantro,2
Flaky sea salt (optional),2
"Flat-leaf parsley (chopped, for garnish)",2
Flour for dusting,2
"flour, as needed",2
"flour, as required",2
"Fluffy pocketless pita bread, brushed in butter, lightly toasted, and cut into 1 √ó 3-inch strips",2
"Fluffy white rice, for serving",2
Foolproof 2-Minute Hollandaise,2
"For an extra kick, add red pepper flakes.",2
"For extra flavor, try spreading Dijon or honey mustard on the croissant.",2
For serving: cashew cream,2
For serving: cilantro,2
For serving: hot sauce,2
For serving: roasted and salted pepitas,2
For serving: shredded cheese,2
For serving: sliced green onion,2
For serving: sour cream,2
"For serving: sour cream or cashew cream, shredded cheese, hot sauce, cilantro, sliced green onion, roasted and salted pepitas",2
For the Garnish (all suggestions optional):,2
For the juniper syrup,2
For the mincemeat syrup,2
For the Roasted Chili Oil Vinaigrette,2
For tomato puree,2
four cloves garlic,2
Four Roses Yellow Label,2
Four Roses Yellow Label (optional),2
Fresh Basil,2
"Fresh basil for garnish, optional",2
"fresh basil, for serving",2
fresh black pepper,2
"Fresh cilantro, for garnish (optional)",2
fresh pepper,2
Fresh pitas for pita chips,2
"fresh summer herbs like lemon verbena, mint and basil (optional)",2
freshly cracked black pepper and herbs (such as thyme or parsley) for garnish,2
Freshly grated Parmesan (for serving),2
Freshly ground black pepper,2
Freshly ground black pepper or red pepper flakes,2
"Freshly ground black pepper, to taste",2
"Freshly ground pepper, to taste",2
Freshly made salsa,2
Fritos,2
generous pinch of freshly grated nutmeg,2
ginger beer,2
Ginger Syrup,2
Gingerbread Syrup:,2
"glac√© cherries, to garnish (optional)",2
Glutinous sweet rice,2
"good grating of nutmeg , to serve",2
"graham crackers, for garnish",2
"graham crackers, honey, cinnamon, and pumpkin pie for garnish",2
Grapeseed or vegetable oil (for pan),2
Ground pepper to taste,2
handful of ice,2
"Harissa-style hot sauce, for serving",2
"honey, as needed",2
"honey, as required",2
"honey, for garnish",2
hot chilli sauce,2
Hot Mustard,2
ice,2
"ice , to serve",2
ice (crushed and cubes),2
ice as needed,2
ice as required,2
ice cubes,2
"ice cubes, to serve",2
"ice, as needed",2
"ice, as required",2
"ice, to serve (optional)",2
"in medium pineapple, peeled, cored, and cubed",2
"Jalape√±o or Poblano peppers, diced and seeded",2
